2024.11.22;02:49:26;https://allegro.pl/oferta/sodastream-zestaw-saturator-gaia-czarny-16894247419;SodaStream Zestaw Saturator Gaia czarny - Sklep, Opinie, Cena w Allegro.pl;
2024.11.22;02:50:38;https://allegro.pl/oferta/ochraniacz-oslona-kranu-ogrodowego-przed-mrozem-pokrowiec-ochronny-2szt-15876060041;Ochraniacz osłona kranu ogrodowego przed mrozem pokrowiec ochronny 2szt. (LGDE) • Cena, Opinie • Materiały izolacyjne 15876060041 • Allegro;
2024.11.22;03:12:40;https://allegro.pl/oferta/ochraniacz-oslona-kranu-ogrodowego-przed-mrozem-pokrowiec-ochronny-2szt-15876060041;Ochraniacz osłona kranu ogrodowego przed mrozem pokrowiec ochronny 2szt. (LGDE) • Cena, Opinie • Materiały izolacyjne 15876060041 • Allegro;
2024.11.22;03:12:59;https://stackoverflow.com/questions/3997078/how-to-paste-yanked-text-into-the-vim-command-line/3997110;;
2024.11.22;03:14:50;https://www.empik.com/od-praslowian-do-polakow-strzelczyk-jerzy,p1498258504,ksiazka-p;Od Prasłowian do Polaków - Strzelczyk Jerzy | Książka w Empik;
2024.11.22;03:14:52;https://www.empik.com/sredniowiecze-w-liczbach-janicki-kamil,p1465176770,ksiazka-p;Średniowiecze w liczbach - Janicki Kamil | Książka w Empik;
2024.11.22;03:17:04;https://www.empik.com/zycie-w-chlopskiej-chacie-janicki-kamil,p1530232345,ksiazka-p;Życie w chłopskiej chacie - Janicki Kamil | Książka w Empik;
2024.11.22;03:17:51;https://stackoverflow.com/questions/3997078/how-to-paste-yanked-text-into-the-vim-command-line/3997110;;
2024.11.22;03:20:00;https://allegro.pl/oferta/multitool-narzedzie-wielofukcyjne-scyzoryk-noz-survival-krzesiwo-21w1-bity-16054877267;MULTITOOL NARZĘDZIE WIELOFUKCYJNE SCYZORYK NÓŻ SURVIVAL KRZESIWO 21w1 BITY - MULTITOOL NARZĘDZIE WIELOFUNKCYJNY 21w1 - 16054877267 - Allegro.pl;
2024.11.22;03:20:02;https://allegro.pl/oferta/wymienne-koncowki-glowice-do-elektrycznego-pilnika-do-stop-zestaw-3-sztuk-16766669610;Wymienne KOŃCÓWKI GŁOWICE do elektrycznego pilnika do stóp ZESTAW 3 sztuk 16766669610 - Allegro.pl;
2024.11.22;08:24:37;https://allegro.pl/oferta/wymienne-koncowki-glowice-do-elektrycznego-pilnika-do-stop-zestaw-3-sztuk-16766669610;Wymienne KOŃCÓWKI GŁOWICE do elektrycznego pilnika do stóp ZESTAW 3 sztuk 16766669610 - Allegro.pl;
2024.11.22;18:47:05;https://allegro.pl/oferta/wymienne-koncowki-glowice-do-elektrycznego-pilnika-do-stop-zestaw-3-sztuk-16766669610;Wymienne KOŃCÓWKI GŁOWICE do elektrycznego pilnika do stóp ZESTAW 3 sztuk 16766669610 - Allegro.pl;
2024.11.22;18:49:01;https://allegro.pl/?dd_referrer=;Allegro - atrakcyjne ceny - Strona Główna;
2024.11.22;19:09:33;https://www.tiktok.com/@theerror404_/video/7425626074391907589?_r=1;Комічна Пародія з Лукашенком у Військовій Епопеї | TikTok;
2024.11.22;19:09:37;https://www.tiktok.com/@theerror404_/video/7427910378455158022?_r=1;Ответ пользователю @🖤 @The error @The error ;
2024.11.22;19:09:39;https://www.tiktok.com/foryou;Oglądaj popularne filmy | TikTok;
2024.11.22;19:09:43;https://www.tiktok.com/@theerror404_/video/7429730036116212998?_r=1;Ответ пользователю @🇺🇦 @The error @The error @The error ;
2024.11.22;19:09:45;https://www.tiktok.com/@theerror404_/video/7429763730948279557?_r=1;Ответ пользователю @сабижан жакетов | TikTok;
2024.11.22;19:09:47;https://www.tiktok.com/@theerror404_/video/7426408657593617669?_r=1;Ответ пользователю @777 @The error @The error ;
2024.11.22;19:09:50;https://www.tiktok.com/@theerror404_/video/7425626074391907589?_r=1;Комічна Пародія з Лукашенком у Військовій Епопеї | TikTok;
2024.11.22;19:13:05;https://www.tiktok.com/@theerror404_/video/7428276006848384262?_r=1;Ответ пользователю @Ирина Дормидонова @The error @The error @The er... | TikTok;
2024.11.22;19:14:27;https://www.tiktok.com/@theerror404_/video/7425626074391907589?_r=1;Комічна Пародія з Лукашенком у Військовій Епопеї | TikTok;
2024.11.22;23:52:28;https://uxwing.com/;Free icons download for commercial use | Free icons SVG, PNG;
2024.11.23;02:53:14;https://unix.stackexchange.com/questions/735819/what-does-command-eval-opt-homebrew-bin-brew-shellenv-actually-do;shell - What does command eval "$(/opt/homebrew/bin/brew shellenv)" actually do? - Unix ;
2024.11.23;03:09:54;https://chatgpt.com/c/674136a9-2070-8012-94c0-f28a372e078f;ChatGPT;
2024.11.23;03:10:48;https://chatgpt.com/c/674136a9-2070-8012-94c0-f28a372e078f;ChatGPT;
2024.11.23;03:11:21;https://chatgpt.com/c/674136a9-2070-8012-94c0-f28a372e078f;ChatGPT;
2024.11.23;03:32:09;https://developer.mozilla.org/en-US/docs/Web/HTTP/CORS/Errors/CORSMissingAllowOrigin?utm_source=devtools;Reason: CORS header 'Access-Control-Allow-Origin' missing - HTTP | MDN;
2024.11.23;03:48:03;https://www.wikipedia.org/;Wikipedia;
2024.11.23;03:49:18;https://www.wikipedia.org/;Wikipedia;
2024.11.23;04:00:48;https://www.wikipedia.org/;Wikipedia;
2024.11.23;04:12:19;https://www.wikipedia.org/;Wikipedia;
2024.11.23;04:17:50;https://www.wikipedia.org/;Wikipedia;
2024.11.23;04:18:12;https://www.wikipedia.org/;Wikipedia;
2024.11.23;04:27:05;https://developer.mozilla.org/en-US/docs/Web/HTTP/CORS/Errors/CORSMissingAllowOrigin?utm_source=devtools;Reason: CORS header 'Access-Control-Allow-Origin' missing - HTTP | MDN;
2024.11.23;04:39:16;https://unix.stackexchange.com/questions/735819/what-does-command-eval-opt-homebrew-bin-brew-shellenv-actually-do;shell - What does command eval "$(/opt/homebrew/bin/brew shellenv)" actually do? - Unix ;
2024.11.23;04:39:46;https://developer.mozilla.org/en-US/docs/Web/HTTP/CORS/Errors/CORSMissingAllowOrigin?utm_source=devtools;Reason: CORS header 'Access-Control-Allow-Origin' missing - HTTP | MDN;
2024.11.23;04:56:17;https://developer.mozilla.org/en-US/docs/Web/HTTP/CORS/Errors/CORSMissingAllowOrigin?utm_source=devtools&utm_medium=firefox-cors-errors&utm_campaign=default;Reason: CORS header 'Access-Control-Allow-Origin' missing - HTTP | MDN;
2024.11.24;16:00:10;https://stackoverflow.com/questions/3997078/how-to-paste-yanked-text-into-the-vim-command-line/3997110;How to paste yanked text into the Vim command line - Stack Overflow;
2024.11.24;16:32:50;https://askubuntu.com/questions/90013/how-do-i-enable-syntax-highlighting-in-nano;How do I enable syntax highlighting in nano? - Ask Ubuntu;
